Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
1214,5.3,1.9,6.2,2.8,7.8,2.87,Low
1215,7.3,2.3,6.8,1,6.6,3.35,Moderate
1216,8.3,1.4,9.7,4.2,0.4,3.25,High
1217,6,0.2,8.7,5,4.1,3.04,Moderate
1218,5.1,1,7.3,3.8,6.8,3.24,Low
1219,7.8,3,6.4,3.4,3.4,3.14,Moderate
1220,8.8,2.8,10,0.7,1.7,3.16,High
1221,7.5,1.3,7.2,5.1,2.9,3.27,Moderate
1222,6,3.5,5.3,5.3,3.9,2.97,High
1223,6.6,1.3,7.6,5.6,2.9,2.96,Moderate
1224,9.3,1.6,6,2.5,4.6,3.31,High
1225,6.9,3.7,8.8,2.3,2.3,3.03,Moderate
1226,5.3,1,7.2,0.9,9.6,2.85,Low
1227,9.7,3.1,6.3,2.9,2,3.5,High
1228,9.4,2.1,8.9,2,1.6,3.43,High
1229,7.8,0.5,5.6,3.2,6.9,3.36,High
1230,9.8,1.9,5.3,3.3,3.7,3.93,High
1231,9.2,4,7.2,1.2,2.4,3.1,High
1232,5.2,1.4,6.3,4.1,7,3.12,Low
1233,9.7,1.1,9.1,0.2,3.9,3.3,High
1234,9.7,3.1,8.3,2.4,0.5,3.47,High
1235,8.2,3.9,8.6,3.1,0.2,3.02,High
1236,7.6,0.5,8,2.9,5,3.15,Moderate
1237,8.1,0,6,2.9,7,3.19,High
1238,7.1,2.9,8,1.8,4.2,3.17,Moderate
1239,7.1,0.9,9.8,0.8,5.4,3.01,Moderate
1240,6.1,3.1,6,0.5,8.3,2.9,Moderate
1241,7.4,0,5.4,4.8,6.4,3.14,High
1242,9.3,2.7,5.3,4.7,2,3.41,High
1243,9.2,3.2,7.5,1,3.1,3.48,High
1244,9.9,0.6,6.1,1.3,6.1,3.63,High
1245,9,0.7,5.3,6,3,3.56,High
1246,7.8,3.6,9.6,0,3,3.09,Moderate
1247,5.4,1,8.3,5.3,4,3.27,Low
1248,5.9,3.2,9.8,1.4,3.7,2.71,Low
1249,7.5,0.3,7.8,3,5.4,3.09,Moderate
1250,6.7,2.1,7.9,0.1,7.2,2.78,Moderate
1251,8.8,2.9,6.8,0.3,5.2,3.17,High
1252,5.9,2.3,5.8,2.1,7.9,2.66,High
1253,8.5,2.2,6.9,2.5,3.9,3.25,High
1254,5.4,3.5,5.4,4.2,5.5,2.81,High
1255,9.6,1.1,6.9,3.4,3,3.37,High
1256,8.3,1.6,7.4,0.3,6.4,3.29,High
1257,6,3.2,7.3,1.8,5.7,3.11,Moderate
1258,8.7,1.1,5.6,1.5,7.1,3.24,High
1259,9.6,2.3,7.7,2.6,1.8,3.67,High
1260,7.6,0.5,5.6,3.2,7.1,3.04,High
1261,9.7,1.2,9.3,2.9,0.9,3.51,High
1262,6,1.5,7.5,4.4,4.6,2.8,Moderate
1263,5.6,1.6,7.4,3.2,6.2,2.75,Low
1264,9,2.8,7.8,3.1,1.3,3.43,High
1265,7.1,0.6,8.3,3.1,4.9,2.79,Moderate
1266,9.5,2.3,5.4,2.7,4.1,3.67,High
1267,8.8,3.2,7.5,4,0.5,3.2,High
1268,9.5,3.6,8.4,2.1,0.4,3.11,High
1269,5.4,3.5,6.6,1.1,7.4,2.72,Low
1270,6.3,1.3,5.7,1.8,8.9,2.65,High
1271,7.9,1.8,6.7,4.5,3.1,3.24,Moderate
1272,6.7,3,5.8,0.8,7.7,3.09,High
1273,6.7,3.2,6.2,0.4,7.5,2.74,Moderate
1274,7.8,2.1,8.3,1.4,4.4,3.31,Moderate
1275,9.3,1.2,8.5,0.1,4.9,3.1,High
1276,7.7,0.3,9,1.3,5.7,2.9,Moderate
1277,8.4,3.2,7.8,3.4,1.2,3.02,High
1278,9,1.2,7.9,4.4,1.5,3.62,High
1279,6.9,1.2,7.3,4.9,3.7,3.05,Moderate
1280,8.3,3.6,5.5,1.4,5.2,3.4,High
1281,8.5,3.3,9.3,1.2,1.7,3.25,High
1282,6.2,1.2,8.9,0.5,7.2,2.76,Moderate
1283,9.1,1.7,8,0.5,4.7,3.23,High
1284,9.8,3.2,7.3,0.8,2.9,3.42,High
1285,9.7,1.4,5.8,3.4,3.7,3.67,High
1286,7.4,4,8.4,0.3,3.9,3.15,Moderate
1287,10,1.6,6.4,3.3,2.7,3.39,High
1288,5,1.8,9.2,3.4,4.6,2.7,Low
1289,10,1.1,6.4,1,5.5,3.4,High
1290,9,3.6,9.9,0.3,1.2,3.19,High
1291,9.4,1.3,5.6,5.2,2.5,3.2,High
1292,7.1,1.1,8.7,2.7,4.4,3.15,Moderate
1293,9.9,0.2,6.8,2.9,4.2,3.09,High
1294,8.6,3.5,9.7,1.8,0.4,3.3,High
1295,9.3,2.2,9.1,1,2.4,3.07,High
1296,7.3,1.1,9.8,1.8,4,2.91,Moderate
1297,5.5,2.1,5.3,0.7,10.4,2.79,High
1298,7.2,3.2,8.7,2.1,2.8,2.78,Moderate
1299,6.7,1.3,8.9,0.3,6.8,2.79,Moderate
1300,6.2,3.7,9.3,3.4,1.4,2.92,Moderate
1301,7.4,2.1,9.9,4.4,0.2,3.23,Moderate
1302,6,0.9,8.4,2.4,6.3,2.79,Moderate
1303,9.7,0.4,7.6,5.5,0.8,3.73,High
1304,5.8,3.9,9.6,0.8,3.9,2.57,Low
1305,5.6,0.3,9.5,1.2,7.4,2.57,Low
1306,8,0.3,6.1,5.6,4,2.76,Moderate
1307,9.5,3.1,5.1,2,4.3,3.14,High
1308,9.5,2.5,5.4,5.5,1.1,3.59,High
1309,9.8,0.3,7.7,1.8,4.4,3.23,High
1310,7.9,3.8,7.5,0.4,4.4,3.11,Moderate
1311,8.1,1.4,9.3,2.3,2.9,3.11,High
1312,8.8,1.1,8.8,1.1,4.2,3.22,High
1313,6.6,1.9,9.7,5.4,0.4,2.88,Moderate
1314,5.7,2,7.3,5.4,3.6,2.62,Low
1315,9.7,1.5,7.5,4.8,0.5,3.3,High
1316,6.1,0.8,5.2,3.9,8,2.56,High
1317,6.3,0.2,6.2,4.8,6.5,2.93,Moderate
1318,7.1,3.9,6,1.3,5.7,3.3,Moderate
1319,6.5,0.7,6.9,5.5,4.4,2.71,Moderate
1320,9.7,0.2,6.1,3.4,4.6,3.81,High
1321,8.1,0.2,7,3.9,4.8,3.41,High
1322,6.6,0.4,7.1,0.8,9.1,3.27,Moderate
1323,9.7,1.9,6.6,4.4,1.4,3.06,High
1324,9.1,3.5,8.4,0.1,2.9,3.36,High
1325,7.8,3.1,5.7,1.4,6,3.14,High
1326,7.2,0,9.1,2.2,5.5,3.41,Moderate
1327,7.7,2.7,8.5,4.9,0.2,2.68,Moderate
1328,9.8,2.6,6.5,0.6,4.5,3.62,High
1329,9.2,1.4,8.3,2.4,2.7,3.47,High
1330,5.3,1.7,7.7,2.6,6.7,2.54,Low
1331,8.7,3.3,8.9,0.1,3,3.34,High
1332,9.7,3.3,9.2,0.5,1.3,3.18,High
1333,7.1,1.9,5.8,0.2,9,3.02,High
1334,9.6,2.3,8.3,3.5,0.3,3.41,High
1335,6.7,2.5,5.2,1.1,8.5,3.11,High
1336,6.8,1.5,7.7,0,8,3.15,Moderate
1337,6.2,0.8,6.3,4.8,5.9,2.76,Moderate
1338,7.5,3.5,6.2,0.5,6.3,3,Moderate
1339,6.8,3,7.8,4.9,1.5,2.99,Moderate
1340,5.2,3.9,6.9,0.9,7.1,3.28,Low
1341,8.3,1.1,7.9,3.5,3.2,3.49,High
1342,6.3,1.8,7.7,4,4.2,2.91,Moderate
1343,8.9,1.6,8.2,0.8,4.5,3.3,High
1344,8.6,0.1,6,2.9,6.4,3.42,High
1345,9.4,2.1,9.6,1.4,1.5,3.2,High
1346,9,1,9.5,4.1,0.4,3.34,High
1347,9.7,2.1,8.4,3,0.8,3.51,High
1348,5.2,2,5.8,1.1,9.9,2.58,High
1349,6.8,1.7,8.1,0.4,7,2.75,Moderate
1350,7.9,2.5,7.8,4.3,1.5,3.19,Moderate
1351,6.7,3.1,7.2,2.9,4.1,3.24,Moderate
1352,6.5,0.3,5.5,5.5,6.2,3.28,High
1353,8.4,0.5,6.8,3.6,4.7,3.34,High
1354,5,0.8,9.8,3.7,4.7,2.69,Low
1355,6.3,0.3,5.1,1.5,10.8,2.9,High
1356,8.6,3.7,7,0.9,3.8,3.48,High
1357,7.6,3.6,9,0.3,3.5,3.27,Moderate
1358,9.5,0.5,7.7,5.3,1,3.78,High
1359,7.1,1.9,5.4,1.7,7.9,3.14,High
1360,6.4,1.8,8.4,1,6.4,2.93,Moderate
1361,7.4,3,9.3,2.7,1.6,2.95,Moderate
1362,9.7,0.5,8.9,1.3,3.6,3.53,High
1363,9.7,2.9,8.8,0.6,2,3.87,High
1364,8.8,0.4,9.8,4.5,0.5,3.12,High
1365,6.4,3.3,7.6,2.8,3.9,3.11,Moderate
1366,8.6,1.6,8.1,4,1.7,2.94,High
1367,8.6,0.2,9.3,2.7,3.2,3.11,High
1368,7.4,3.5,6.9,4.5,1.7,2.95,Moderate
1369,5.5,1.9,10,4.6,2,2.83,Low
1370,6.2,1.6,8.9,4.6,2.7,2.63,Moderate
1371,6.1,3.7,8,2.3,3.9,3.41,Moderate
1372,7.8,1.9,7.5,1.1,5.7,3.18,Moderate
1373,9.1,2.2,5.7,4.6,2.4,3.17,High
1374,7.6,0.5,9.7,1.1,5.1,3.07,Moderate
1375,6.3,1.6,6.9,4.8,4.4,2.69,Moderate
1376,6.3,2,5.7,3.7,6.3,2.91,High
1377,7.8,2.9,9.7,3.3,0.3,3.09,Moderate
1378,9.5,3.9,9.3,0.1,1.2,3.28,High
1379,9.7,1.7,5,2.7,4.9,3.47,High
1380,6.7,1.9,8.1,5.2,2.1,2.88,Moderate
1381,8.3,1.7,9.1,4.4,0.5,3.26,High
1382,6.4,0.2,8.3,5.2,3.9,2.75,Moderate
1383,5.8,3.2,9.3,5.2,0.5,2.96,Low
1384,6.6,2.2,5.3,0.3,9.6,2.94,High
1385,8.6,1.8,6.3,1.1,6.2,3.2,High
1386,7.4,1.4,6.6,5.8,2.8,2.87,Moderate
1387,8.2,0.1,7.2,5.3,3.2,3.12,High
1388,8.8,2.4,7.9,0.3,4.6,3.26,High
1389,5.7,2.5,6,3,6.8,2.5,Low
1390,9.7,3.4,8.6,0.2,2.1,3.53,High
1391,5.5,2,5.8,5.9,4.8,2.82,High
1392,6.8,2.6,5.6,2.6,6.4,2.77,High
1393,6.4,3.6,5.2,5.5,3.3,2.86,High
1394,8.9,0.1,9.8,2.7,2.5,3.51,High
1395,6.5,1.5,5.3,5.9,4.8,3,High
1396,7.2,3.8,6.2,3.2,3.6,3.02,Moderate
1397,7.4,2.8,5.3,1.2,7.3,3.25,High
1398,5.9,2.3,6.1,5.2,4.5,2.72,Low
1399,9.7,2.1,6.8,1.3,4.1,3.55,High
1400,9.7,1.6,8.5,2.1,2.1,3.87,High
1401,7.6,1.1,7.3,2.8,5.2,3.2,Moderate
1402,6.6,0.2,7.5,3.3,6.4,3.02,Moderate
1403,5.8,3,9.9,5,0.3,2.93,Low
1404,8.5,1.8,7.7,5.1,0.9,3.23,High
1405,7.4,1.5,7.5,3.5,4.1,3.33,Moderate
1406,5.5,2.4,5.6,0.5,10,3.11,High
1407,7.6,1.6,7.9,0.5,6.4,2.89,Moderate
1408,9.9,2.2,8.4,1.1,2.4,3.43,High
1409,5.5,3.9,6.4,2.5,5.7,2.8,Low
1410,9.1,2.1,6.4,0.4,6,3.37,High
1411,5.8,3.6,8.4,1.5,4.7,2.91,Low
1412,7.9,1.6,6.8,1.3,6.4,3.1,Moderate
1413,8.3,3.9,5.9,3.5,2.4,2.95,High
1414,6.3,3.3,7.4,3.3,3.7,2.52,Moderate
1415,6.5,0.7,5.4,4.3,7.1,3.1,High
1416,7,1.7,7.3,2.2,5.8,2.85,Moderate
1417,5.5,1.2,8.3,4,5,2.76,Low
1418,6,0.8,5.1,5.4,6.7,2.54,High
1419,6.1,0.9,6.4,0.8,9.8,2.79,Moderate
1420,5.7,2.6,6.7,4.2,4.8,2.9,Low
1421,7.8,1,8.3,0.7,6.2,2.69,Moderate
1422,6.3,2.4,9.4,5.9,0,3.22,Moderate
1423,8,1.6,6.1,1.5,6.8,2.75,Moderate
1424,9.6,1.5,6.9,2.3,3.7,3.37,High
1425,9.2,2.6,8.1,1.4,2.7,3.39,High
1426,7,2,8.3,0.1,6.6,3.27,Moderate
1427,9.4,1.8,6.7,0.8,5.3,3.37,High
1428,7,2.7,7.1,5.8,1.4,2.47,Moderate
1429,8,3.2,5.5,2.4,4.9,3.36,High
1430,9.3,0.3,5.4,5.1,3.9,3.02,High
1431,6.1,2.7,7.7,5,2.5,3.04,Moderate
1432,7.1,1.3,8,5.6,2,3.08,Moderate
1433,9.2,4,5.1,0.6,5.1,3.62,High
1434,6.4,1,8.9,0.3,7.4,3.04,Moderate
1435,6.8,2,7.8,4.4,3,3.27,Moderate
1436,7.9,2.2,8.2,1.5,4.2,2.87,Moderate
1437,5.4,0.5,6.1,3,9,2.91,Low
1438,8.9,1.4,7,2.4,4.3,3.5,High
1439,6,0.2,8,5.9,3.9,2.76,Moderate
1440,9.1,2.8,9.7,1,1.4,3.53,High
1441,8.3,1.9,8.2,2.5,3.1,3.25,High
1442,7.6,3.2,8.7,3,1.5,2.86,Moderate
1443,5.6,2.9,7.5,5.4,2.6,2.98,Low
1444,5.7,3,5,1,9.3,2.42,High
1445,7.9,2.9,9.6,2.5,1.1,2.99,Moderate
1446,5,0.5,7.7,4.1,6.7,3.07,Low
1447,7.1,2.9,7.6,0.4,6,3.15,Moderate
1448,8.6,3.6,5.6,5.9,0.3,3.21,High
1449,6,0,10,1.7,6.3,2.7,Moderate
1450,7.9,3.6,6.6,4,1.9,3.29,Moderate
1451,5.9,2.5,6.7,1.3,7.6,2.7,Low
1452,9.5,1.6,6.2,2.7,4,3.32,High
1453,6.6,3,9.9,2,2.5,3.03,Moderate
1454,5.8,2.8,7.6,3.9,3.9,3.09,Low
1455,9.4,1.8,9.5,2.5,0.8,3.91,High
1456,6.6,3.9,8.3,0.2,5,2.93,Moderate
1457,6.6,2.5,5.3,0.1,9.5,2.6,High
1458,7.2,1.1,5.8,4.1,5.8,2.96,High
1459,7.6,0.8,6.6,3.6,5.4,3.3,Moderate
1460,8.6,2.7,7.4,3.4,1.9,3.45,High
1461,5.2,2.5,8.9,3,4.4,2.51,Low
1462,8.2,2.8,9.4,1.2,2.4,3.06,High
1463,8.8,2.2,9.4,1.9,1.7,3.85,High
1464,8.7,3.9,5.4,0.3,5.7,3.42,High
1465,9.7,2.1,8.1,2,2.1,3.49,High
1466,8.7,1.2,6.5,5,2.6,3.25,High
1467,5.4,3.5,6.3,3.6,5.2,2.85,Low
1468,7.1,2.8,6.7,1.7,5.7,3.16,Moderate
1469,10,3,8.2,1,1.8,3.81,High
1470,7.7,3.4,5.2,2.2,5.5,3.22,High
1471,6.2,1.8,5.4,5.7,4.9,2.98,High
1472,7.8,3.7,5,4.5,3,3.16,High
1473,9.5,0.6,5.5,2.5,5.9,3.44,High
1474,7.6,0.6,5,4.9,5.9,3.29,High
1475,5.4,2.5,9.6,1.3,5.2,2.69,Low
1476,8,0.7,8.7,1.8,4.8,3.25,Moderate
1477,7.3,2.4,5.9,4.4,4,3.3,High
1478,5.8,2.8,5.6,2.6,7.2,2.62,High
1479,6.2,3,6.3,5.3,3.2,2.91,Moderate
1480,8.1,0.4,7,4.3,4.2,3.24,High
1481,8.3,2.5,6.4,2.3,4.5,3.31,High
1482,7.5,2.8,6.2,1.9,5.6,3.02,Moderate
1483,6.7,0.1,6.7,4.8,5.7,3.01,Moderate
1484,7.3,0.1,9.4,0.1,7.1,3.29,Moderate
1485,9.7,2,6.7,5.2,0.4,3.47,High
1486,7.7,0.9,7.1,3.9,4.4,3.08,Moderate
1487,8.6,0,9.7,0.9,4.8,3.14,High
1488,5.2,0.5,9.9,1.9,6.5,2.61,Low
1489,5.6,0.4,8.6,5.1,4.3,2.81,Low
1490,6.1,2.1,6.3,5.6,3.9,2.73,Moderate
1491,9.5,2.3,6.8,2.1,3.3,3.74,High
1492,7.3,3.4,9.7,1.2,2.4,2.97,Moderate
1493,7.8,0.4,6,2.5,7.3,3.24,Moderate
1494,5.8,1.8,8,4.2,4.2,2.82,Low
1495,6.9,3.5,7.8,2.5,3.3,3.02,Moderate
1496,9.1,2.5,9.2,1.6,1.6,3.22,High
1497,5.6,0.1,6.5,4.2,7.6,2.71,Low
1498,7.5,1.7,7.1,1.4,6.3,3.32,Moderate
1499,5.7,0.8,5.3,1.2,11,2.74,High
1500,6.8,0,9.2,0.2,7.8,2.8,Moderate
1501,9.7,3.6,7.7,1.6,1.4,3.22,High
1502,8.2,0.2,5.3,2.7,7.6,3.55,High
1503,7.7,3.6,5.5,4.9,2.3,3.06,High
1504,6.6,1.6,5.8,3,7,2.73,High
1505,9,1.8,7.5,4.8,0.9,3.33,High
1506,6.3,3.5,7.9,1.3,5,3.32,Moderate
1507,6.3,3.2,5.2,6,3.3,3,High
1508,7,2,9.4,2.3,3.3,2.98,Moderate
1509,7.7,0.2,5,1.5,9.6,3,High
1510,5.6,1.6,8.2,4.3,4.3,2.91,Low
1511,5.9,0.3,9.7,1.6,6.5,2.76,Low
1512,9.1,3.1,8,1.3,2.5,3.46,High
1513,6.3,0.5,7.5,3.5,6.2,2.87,Moderate
1514,6.8,2.6,9.5,0.8,4.3,2.58,Moderate
1515,6.9,0.6,8.1,4.4,4,3,Moderate
1516,9.8,0.3,8,0.3,5.6,3.53,High
1517,9.5,2.1,8.3,3.4,0.7,3.35,High
1518,5.6,1.9,8,0.2,8.3,2.99,Low
1519,6.4,0.1,7.1,5.4,5,2.72,Moderate
1520,9.6,3,8.7,1.9,0.8,3.45,High
1521,6,0.8,8.4,1.3,7.5,3.19,Moderate
1522,8.9,1.8,9,3.6,0.7,3.27,High
1523,8.3,0.9,6.4,1.9,6.5,3.18,High
1524,6,1.8,9.5,0.6,6.1,2.78,Moderate
1525,8.6,2.7,5.5,5.5,1.7,2.9,High
1526,8.8,1,8.5,0.2,5.5,3.52,High
1527,9.2,1.8,8.2,1.1,3.7,3.6,High
1528,7.4,2.5,7.3,5.4,1.4,3.25,Moderate
1529,7.5,3.4,9,1.7,2.4,3.03,Moderate
1530,9.1,0.9,7.6,4.8,1.6,3.08,High
1531,6.8,2.6,6.2,0.7,7.7,3,Moderate
1532,6.4,3.4,6.7,5.8,1.7,2.98,Moderate
1533,9.9,1.1,5.2,4.2,3.6,3.3,High
1534,8.5,0.1,9.4,0.8,5.2,3.25,High
1535,5.6,0.7,9.8,4.2,3.7,2.75,Low
1536,6.7,0.9,7.4,3.3,5.7,3.26,Moderate
1537,8.2,1,9.7,0.9,4.2,2.81,High
1538,7.2,2.3,7.2,2.5,4.8,3.03,Moderate
1539,8.7,2.7,9.2,0.8,2.6,3.58,High
1540,6.8,1.9,6.6,0.9,7.8,3.38,Moderate
1541,6.1,0.4,8.4,4,5.1,2.88,Moderate
1542,7.9,3.9,7.7,4.1,0.4,3.4,Moderate
1543,5.4,0.8,7.2,3.5,7.1,2.71,Low
1544,9,2.4,6,3,3.6,3.32,High
1545,8.7,3.1,7.5,1.4,3.3,2.99,High
1546,8.7,1,5.9,3.2,5.2,3.17,High
1547,6.4,2.5,5.6,3.9,5.6,2.89,High
1548,8.9,2.4,9.9,1,1.8,3.44,High
1549,8.4,0.3,7,5.8,2.5,2.9,High
1550,5.6,2.8,8.2,2.2,5.2,2.91,Low
1551,9.8,0.1,6.5,5.5,2.1,3.24,High
1552,7.7,3.3,5.5,5.7,1.8,2.99,High
1553,9,0.7,8.6,2.2,3.5,3.62,High
1554,9.8,0.5,7.1,2.9,3.7,3.38,High
1555,6.9,1.5,5.3,4.1,6.2,2.77,High
1556,9.1,3.2,7.4,1.3,3,3.31,High
1557,8.2,1.2,6.2,4.4,4,3.08,High
1558,6.2,3.7,7.6,2.2,4.3,2.84,Moderate
1559,9.4,1.6,6.7,1.2,5.1,3.11,High
1560,8.4,1.2,7.9,0.4,6.1,3.06,High
1561,6,1.6,9.7,2.3,4.4,2.66,Moderate
1562,5.6,0.2,6.5,0.9,10.8,3,Low
1563,5.9,3,5.1,3.3,6.7,2.91,High
1564,7.8,1.3,6.5,4.4,4,2.69,Moderate
1565,9.4,0.8,5.5,5.4,2.9,3.55,High
1566,6.8,0.5,7.9,3.2,5.6,2.61,Moderate
1567,6,1.8,9,3.5,3.7,2.92,Moderate
1568,8.5,3.2,8.1,0.6,3.6,3.09,High
1569,8.6,2.7,5.1,2.5,5.1,3.54,High
1570,6.1,2.4,9.6,4.7,1.2,2.67,Moderate
1571,9.6,3.9,5.1,3.4,2,3.65,High
1572,6.3,3.9,8.1,4.5,1.2,2.89,Moderate
1573,5.4,0.7,8.8,0.1,9,2.57,Low
1574,8.1,2.8,6.7,0.6,5.8,3.5,High
1575,5.3,2.4,7.6,4.5,4.2,2.25,Low
1576,7,0.1,6.7,5.9,4.3,3.12,Moderate
1577,9.4,1.3,7.9,4.6,0.8,3.34,High
1578,5.4,2,9.8,4.2,2.6,2.8,Low
1579,5.4,0.8,8.9,5,3.9,3.12,Low
1580,5.1,3.3,8.9,1.6,5.1,3.02,Low
1581,8.5,0.9,5.2,1.2,8.2,3.17,High
1582,7.1,2,7.4,1.6,5.9,2.86,Moderate
1583,5.1,2.4,7,1.8,7.7,2.84,Low
1584,9.3,2,5.7,4.2,2.8,3.51,High
1585,6,1.8,5.3,5,5.9,2.88,High
1586,8.7,2.5,9,1.6,2.2,3.53,High
1587,8.9,1.8,9.7,1.8,1.8,3.63,High
1588,9.1,2.2,5.9,2.8,4,3.33,High
1589,9.8,3,9.1,0.1,2,3.9,High
1590,9.2,0.2,9.3,2.9,2.4,3.29,High
1591,6,1.3,6.4,3.2,7.1,2.84,Moderate
1592,6.2,1.8,7.6,4.6,3.8,2.98,Moderate
1593,7.2,3.2,8.1,0.6,4.9,3.04,Moderate
1594,7,3,7.9,2.3,3.8,2.81,Moderate
1595,5.9,0.9,7.9,2.5,6.8,2.63,Low
1596,8.3,3.4,6.3,2.9,3.1,3.26,High
1597,9.9,1.3,8,0.4,4.4,3.33,High
1598,9.8,2.9,8.9,1.7,0.7,3.51,High
1599,7.9,1.8,9.3,4.8,0.2,3.34,Moderate
1600,7.9,2.2,7.3,1.3,5.3,3.18,Moderate
1601,5,1,7.5,2.3,8.2,2.82,Low
1602,6.8,1.8,5.7,0.3,9.4,3.01,High
1603,8.9,2.3,8.8,0.6,3.4,3.02,High
1604,6.1,0,5.7,1.9,10.3,3.01,High
1605,5.6,3.9,6.5,0.8,7.2,2.92,Low
1606,5.3,3.4,9.8,1.4,4.1,2.53,Low
1607,7.3,0.1,8.2,2.5,5.9,2.92,Moderate
1608,8.3,1.7,5.9,4.1,4,3.11,High
